County_name,year,county,time,hst,Seed_sown,Sheep,Top_predators_killed,Human_population,Red_fox_killed,north,east
Norrb,29,1,2,0.4,173,362,0.066,43887.00,3.1,1439,513
Vasterb,29,2,2,0.8,308,722,0.894,49994.00,12.4,1179,415
Jamt,29,3,2,0.8,262,1154,0.314,42225.00,2.5,976,222
Vastern,29,4,2,3.4,1184,2676,0.562,78421.00,17.7,962,387
Gavle,29,5,2,5.2,1439,4299,0.911,102736.00,12.4,756,336
Koppar,29,6,2,4.4,2156,3980,1.349,134820.00,4.7,696,221
Varm,29,7,2,8.9,4604,3728,4.332,172858.00,29.6,564,140
Upps,29,8,2,11.3,7687,8393,5.413,81742.00,10.1,588,422
Vastml,29,9,2,13.5,6384,5317,5.745,89262.00,27.2,557,337
Stock,29,10,2,27.2,8152,10250,2.946,184711.00,10.9,519,453
Orebro,29,11,2,12.4,4633,5212,2.354,116255.00,24.8,499,254
Soderml,29,12,2,16.4,5799,8602,5.601,108327.00,11.8,463,361
Alvsb,29,14,2,16,9372,7321,2.503,197697.00,28.8,352,101
Goteborg,29,15,2,29,12612,10358,3.383,154054.00,52.1,381,44
Ostergl,29,16,2,16.1,6942,5768,5.582,187609.00,57.6,375,302
Kalmar,29,17,2,14.2,6410,7703,1.967,165743.00,64.4,237,323
Jonk,29,18,2,12.8,7525,8702,3.923,137478.00,74.8,269,217
Halland,29,19,2,15.6,11694,8285,0,88975.00,50.9,208,107
Kronob,29,20,2,11.5,5101,8334,4.772,108741.00,47.6,184,224
Kristian,29,21,2,23.8,12504,11129,1.425,150372.00,56,103,170
Blek,29,22,2,28.1,9979,10983,2.945,85734.00,133.5,120,263
Malmo,29,23,2,39.6,25891,11866,0,200103.00,26.5,58,136
Norrb,30,1,3,0.4,173,362,0.16,43887.00,2.6,1439,513
Vasterb,30,2,3,0.8,308,722,1.433,49994.00,13.5,1179,415
Jamt,30,3,3,0.8,262,1154,0.425,42225.00,0.8,976,222
Vastern,30,4,3,3.4,1184,2676,0.476,78421.00,6.4,962,387
Gavle,30,5,3,5.2,1439,4299,2.885,102736.00,14.4,756,336
Koppar,30,6,3,4.4,2156,3980,0.658,134820.00,5.6,696,221
Varm,30,7,3,8.9,4604,3728,4.074,172858.00,30.6,564,140
Upps,30,8,3,11.3,7687,8393,3.608,81742.00,15.4,588,422
Vastml,30,9,3,13.5,6384,5317,6.955,89262.00,26.2,557,337
Orebro,30,11,3,12.4,4633,5212,4.174,116255.00,28.5,499,254
Soderml,30,12,3,16.4,5799,8602,3.481,108327.00,17.6,463,361
Alvsb,30,14,3,16,9372,7321,1.534,197697.00,28.4,352,101
Goteborg,30,15,3,29,12612,10358,0.376,154054.00,5.1,381,44
Ostergl,30,16,3,16.1,6942,5768,5.581,187609.00,52.3,375,302
Kalmar,30,17,3,14.2,6410,7703,1.112,165743.00,45.3,237,323
Jonk,30,18,3,12.8,7525,8702,4.391,137478.00,75.8,269,217
Halland,30,19,3,15.6,11694,8285,0.699,88975.00,36.9,208,107
Kronob,30,20,3,11.5,5101,8334,6.151,108741.00,56.1,184,224
Kristian,30,21,3,23.8,12504,11129,0.95,150372.00,46.7,103,170
Blek,30,22,3,28.1,9979,10983,2.291,85734.00,168.2,120,263
Malmo,30,23,3,39.6,25891,11866,0,200103.00,23.6,58,136
Norrb,31,1,4,0.4,173,362,0.424,43887.00,3.2,1439,513
Vasterb,31,2,4,0.8,308,722,1.619,49994.00,16,1179,415
Jamt,31,3,4,0.8,262,1154,0.555,42225.00,1.9,976,222
Vastern,31,4,4,3.4,1184,2676,0.953,78421.00,5.8,962,387
Gavle,31,5,4,5.2,1439,4299,3.594,102736.00,13.8,756,336
Koppar,31,6,4,4.4,2156,3980,0.986,134820.00,6.9,696,221
Varm,31,7,4,8.9,4604,3728,2.991,172858.00,30.9,564,140
Upps,31,8,4,11.3,7687,8393,3.608,81742.00,3.7,588,422
Vastml,31,9,4,13.5,6384,5317,2.57,89262.00,20.3,557,337
Orebro,31,11,4,12.4,4633,5212,4.71,116255.00,28.8,499,254
Soderml,31,12,4,16.4,5799,8602,4.541,108327.00,15.6,463,361
Skara,31,13,4,20.4,17043,9775,9.366,167384.00,110.2,382,170
Alvsb,31,14,4,16,9372,7321,2.583,197697.00,33.6,352,101
Goteborg,31,15,4,29,12612,10358,2.819,154054.00,21.6,381,44
Ostergl,31,16,4,16.1,6942,5768,3.778,187609.00,40.4,375,302
Kalmar,31,17,4,14.2,6410,7703,0.599,165743.00,71.1,237,323
Jonk,31,18,4,12.8,7525,8702,3.736,137478.00,73.8,269,217
Halland,31,19,4,15.6,11694,8285,1.224,88975.00,23.3,208,107
Kronob,31,20,4,11.5,5101,8334,4.773,108741.00,55.5,184,224
Kristian,31,21,4,23.8,12504,11129,1.583,150372.00,52.1,103,170
Blek,31,22,4,28.1,9979,10983,0,85734.00,111.6,120,263
Malmo,31,23,4,39.6,25891,11866,0,200103.00,12.9,58,136
Norrb,32,1,5,0.4,173,362,0.594,43887.00,4,1439,513
Vasterb,32,2,5,0.8,308,722,2.176,49994.00,17.2,1179,415
Jamt,32,3,5,0.8,262,1154,0.425,42225.00,1.8,976,222
Vastern,32,4,5,3.4,1184,2676,1.039,78421.00,5.4,962,387
Gavle,32,5,5,5.2,1439,4299,3.442,102736.00,11,756,336
Koppar,32,6,5,4.4,2156,3980,1.447,134820.00,7.3,696,221
Varm,32,7,5,8.9,4604,3728,3.766,172858.00,30.4,564,140
Upps,32,8,5,11.3,7687,8393,4.441,81742.00,16.4,588,422
Vastml,32,9,5,13.5,6384,5317,3.931,89262.00,22.7,557,337
Stock,32,10,5,27.2,8152,10250,3.387,184711.00,5.9,519,453
Orebro,32,11,5,12.4,4633,5212,4.175,116255.00,37.4,499,254
Soderml,32,12,5,16.4,5799,8602,3.936,108327.00,15.3,463,361
Skara,32,13,5,20.4,17043,9775,17.761,167384.00,88.1,382,170
Alvsb,32,14,5,16,9372,7321,3.229,197697.00,22.4,352,101
Goteborg,32,15,5,29,12612,10358,0.94,154054.00,22.6,381,44
Ostergl,32,16,5,16.1,6942,5768,3.263,187609.00,31.2,375,302
Kalmar,32,17,5,14.2,6410,7703,1.71,165743.00,51.6,237,323
Jonk,32,18,5,12.8,7525,8702,2.428,137478.00,66.1,269,217
Halland,32,19,5,15.6,11694,8285,1.049,88975.00,16.1,208,107
Kronob,32,20,5,11.5,5101,8334,3.924,108741.00,31.6,184,224
Kristian,32,21,5,23.8,12504,11129,0.95,150372.00,50.5,103,170
Blek,32,22,5,28.1,9979,10983,1.963,85734.00,73,120,263
Malmo,32,23,5,39.6,25891,11866,0,200103.00,35.4,58,136
Norrb,33,1,6,0.4,171,358,1.405,45356.00,3.2,1439,513
Vasterb,33,2,6,0.9,242,624,1.721,53144.00,18.6,1179,415
Jamt,33,3,6,0.8,233,1306,0.591,44239.00,4.1,976,222
Vastern,33,4,6,3.6,1179,2474,0.909,83920.00,7.2,962,387
Gavle,33,5,6,5.4,1628,4262,2.328,107250.00,14,756,336
Koppar,33,6,6,4.6,2184,4013,1.348,139538.00,6.6,696,221
Varm,33,7,6,9.6,4546,3456,3.765,186783.00,32.1,564,140
Upps,33,8,6,11.8,7720,8312,7.216,84777.00,31.5,588,422
Vastml,33,9,6,13.8,6313,5168,7.712,91461.00,33.1,557,337
Stock,33,10,6,28.1,8365,10194,11.783,190753.00,28.7,519,453
Orebro,33,11,6,13,4750,5307,4.281,121530.00,33,499,254
Soderml,33,12,6,16.9,5743,9081,8.476,111833.00,17.7,463,361
Alvsb,33,14,6,17,9538,6704,3.309,210259.00,34.5,352,101
Goteborg,33,15,6,29.5,13139,12924,1.316,157012.00,10.3,381,44
Ostergl,33,16,6,16.9,7642,6734,3.435,197045.00,42.8,375,302
Kalmar,33,17,6,14.9,6631,8033,1.197,174011.00,47.5,237,323
Jonk,33,18,6,13.5,8201,8914,4.483,144853.00,66.7,269,217
Halland,33,19,6,16.3,11172,9653,1.049,93355.00,31.6,208,107
Kronob,33,20,6,12.1,5068,7553,4.878,114156.00,56.4,184,224
Kristian,33,21,6,25,13607,12568,1.108,157933.00,58.3,103,170
Blek,33,22,6,29.7,10270,10880,1.964,90801.00,78.5,120,263
Malmo,33,23,6,41.5,25635,13482,0,209584.00,107.9,58,136
Norrb,34,1,7,0.4,171,358,0.585,45356.00,3.5,1439,513
Vasterb,34,2,7,0.9,242,624,2.294,53144.00,16,1179,415
Jamt,34,3,7,0.8,233,1306,0.573,44239.00,3.1,976,222
Gavle,34,5,7,5.4,1628,4262,1.924,107250.00,14.5,756,336
Koppar,34,6,7,4.6,2184,4013,1.282,139538.00,7.1,696,221
Varm,34,7,7,9.6,4546,3456,4.745,186783.00,31.7,564,140
Upps,34,8,7,11.8,7720,8312,7.355,84777.00,35.9,588,422
Vastml,34,9,7,13.8,6313,5168,8.467,91461.00,50.4,557,337
Stock,34,10,7,28.1,8365,10194,6.039,190753.00,6.5,519,453
Orebro,34,11,7,13,4750,5307,0.535,121530.00,6.3,499,254
Soderml,34,12,7,16.9,5743,9081,5.298,111833.00,14.7,463,361
Alvsb,34,14,7,17,9538,6704,1.776,210259.00,12.1,352,101
Goteborg,34,15,7,29.5,13139,12924,0,157012.00,3,381,44
Ostergl,34,16,7,16.9,7642,6734,3.349,197045.00,44.5,375,302
Kalmar,34,17,7,14.9,6631,8033,0.941,174011.00,88.5,237,323
Jonk,34,18,7,13.5,8201,8914,1.775,144853.00,76.8,269,217
Halland,34,19,7,16.3,11172,9653,0,93355.00,29.2,208,107
Kronob,34,20,7,12.1,5068,7553,4.348,114156.00,56.6,184,224
Kristian,34,21,7,25,13607,12568,2.058,157933.00,57,103,170
Blek,34,22,7,29.7,10270,10880,2.291,90801.00,107.4,120,263
Malmo,34,23,7,41.5,25635,13482,0,209584.00,125.1,58,136
Norrb,35,1,8,0.4,171,358,0.179,45356.00,3.4,1439,513
Vasterb,35,2,8,0.9,242,624,2.109,53144.00,17.1,1179,415
Jamt,35,3,8,0.8,233,1306,0.536,44239.00,1.2,976,222
Gavle,35,5,8,5.4,1628,4262,2.835,107250.00,12.4,756,336
Koppar,35,6,8,4.6,2184,4013,1.381,139538.00,6.6,696,221
Varm,35,7,8,9.6,4546,3456,5.209,186783.00,34.9,564,140
Upps,35,8,8,11.8,7720,8312,4.025,84777.00,33.4,588,422
Vastml,35,9,8,13.8,6313,5168,8.014,91461.00,39,557,337
Stock,35,10,8,28.1,8365,10194,2.798,190753.00,2.8,519,453
Orebro,35,11,8,13,4750,5307,1.498,121530.00,5.1,499,254
Soderml,35,12,8,16.9,5743,9081,5.147,111833.00,18,463,361
Skara,35,13,8,21.3,17199,13207,4.622,175175.00,17.9,382,170
Alvsb,35,14,8,17,9538,6704,3.713,210259.00,20.5,352,101
Goteborg,35,15,8,29.5,13139,12924,1.128,157012.00,17.7,381,44
Ostergl,35,16,8,16.9,7642,6734,5.066,197045.00,50.2,375,302
Kalmar,35,17,8,14.9,6631,8033,3.335,174011.00,63.3,237,323
Jonk,35,18,8,13.5,8201,8914,2.335,144853.00,68.8,269,217
Halland,35,19,8,16.3,11172,9653,0.175,93355.00,20.6,208,107
Kronob,35,20,8,12.1,5068,7553,8.59,114156.00,57.4,184,224
Kristian,35,21,8,25,13607,12568,2.85,157933.00,129.7,103,170
Blek,35,22,8,29.7,10270,10880,6.873,90801.00,90.3,120,263
Malmo,35,23,8,41.5,25635,13482,0,209584.00,28.5,58,136
Norrb,36,1,9,0.4,171,358,0.217,45356.00,3.4,1439,513
Vasterb,36,2,9,0.9,242,624,1.333,53144.00,12.3,1179,415
Jamt,36,3,9,0.8,233,1306,0.592,44239.00,1,976,222
Vastern,36,4,9,3.6,1179,2474,1.038,83920.00,15.6,962,387
Gavle,36,5,9,5.4,1628,4262,2.935,107250.00,13.6,756,336
Koppar,36,6,9,4.6,2184,4013,2.697,139538.00,7.3,696,221
Varm,36,7,9,9.6,4546,3456,5.261,186783.00,34.8,564,140
Upps,36,8,9,11.8,7720,8312,4.025,84777.00,36.8,588,422
Vastml,36,9,9,13.8,6313,5168,9.223,91461.00,57.8,557,337
Stock,36,10,9,28.1,8365,10194,2.798,190753.00,1.9,519,453
Orebro,36,11,9,13,4750,5307,0.535,121530.00,8.1,499,254
Soderml,36,12,9,16.9,5743,9081,5.904,111833.00,10.3,463,361
Skara,36,13,9,21.3,17199,13207,2.311,175175.00,17,382,170
Alvsb,36,14,9,17,9538,6704,0.404,210259.00,8.6,352,101
Goteborg,36,15,9,29.5,13139,12924,0.94,157012.00,9.4,381,44
Ostergl,36,16,9,16.9,7642,6734,4.465,197045.00,61.8,375,302
Kalmar,36,17,9,14.9,6631,8033,1.197,174011.00,61,237,323
Jonk,36,18,9,13.5,8201,8914,2.709,144853.00,65,269,217
Halland,36,19,9,16.3,11172,9653,0,93355.00,18.4,208,107
Kronob,36,20,9,12.1,5068,7553,6.257,114156.00,80.7,184,224
Kristian,36,21,9,25,13607,12568,0.475,157933.00,80.9,103,170
Blek,36,22,9,29.7,10270,10880,0.982,90801.00,97.2,120,263
Malmo,36,23,9,41.5,25635,13482,0,209584.00,14.8,58,136
Norrb,37,1,10,0.4,171,358,0.283,45356.00,1.8,1439,513
Vasterb,37,2,10,0.9,242,624,0.118,53144.00,13.1,1179,415
Jamt,37,3,10,0.8,233,1306,0.813,44239.00,1.4,976,222
Vastern,37,4,10,3.6,1179,2474,0.303,83920.00,12.7,962,387
Gavle,37,5,10,5.4,1628,4262,2.43,107250.00,11.9,756,336
Koppar,37,6,10,4.6,2184,4013,1.71,139538.00,6.3,696,221
Varm,37,7,10,9.6,4546,3456,5.726,186783.00,36.6,564,140
Upps,37,8,10,11.8,7720,8312,6.939,84777.00,46.9,588,422
Vastml,37,9,10,13.8,6313,5168,8.467,91461.00,44.8,557,337
Stock,37,10,10,28.1,8365,10194,9.28,190753.00,18,519,453
Orebro,37,11,10,13,4750,5307,3.532,121530.00,3.9,499,254
Soderml,37,12,10,16.9,5743,9081,2.422,111833.00,10,463,361
Skara,37,13,10,21.3,17199,13207,5.352,175175.00,57.1,382,170
Alvsb,37,14,10,17,9538,6704,2.179,210259.00,13.9,352,101
Goteborg,37,15,10,29.5,13139,12924,0.564,157012.00,4.7,381,44
Ostergl,37,16,10,16.9,7642,6734,4.894,197045.00,55,375,302
Kalmar,37,17,10,14.9,6631,8033,0.941,174011.00,27.9,237,323
Jonk,37,18,10,13.5,8201,8914,1.495,144853.00,30.1,269,217
Halland,37,19,10,16.3,11172,9653,0,93355.00,20.8,208,107
Kronob,37,20,10,12.1,5068,7553,5.727,114156.00,50.7,184,224
Kristian,37,21,10,25,13607,12568,1.424,157933.00,44.6,103,170
Blek,37,22,10,29.7,10270,10880,5.237,90801.00,81.8,120,263
Malmo,37,23,10,41.5,25635,13482,0,209584.00,29.3,58,136
Norrb,38,1,11,0.5,167,281,0.151,49328.00,2.3,1439,513
Vasterb,38,2,11,0.9,351,974,0.287,54603.00,9,1179,415
Jamt,38,3,11,0.8,230,1271,0.555,45769.00,1.6,976,222
Vastern,38,4,11,3.7,1260,2876,0.823,85875.00,10,962,387
Gavle,38,5,11,5.6,1733,4792,3.088,109797.00,14.2,756,336
Koppar,38,6,11,4.5,2204,4105,0.954,138141.00,5,696,221
Varm,38,7,11,10.1,4671,3882,6.24,195546.00,35.8,564,140
Upps,38,8,11,11.8,7940,8482,6.939,85294.00,48.3,588,422
Vastml,38,9,11,14,6569,5178,5.292,92494.00,34.2,557,337
Stock,38,10,11,28.6,8458,10930,7.217,194440.00,11.5,519,453
Orebro,38,11,11,13.4,4949,5232,0.214,125061.00,4.5,499,254
Soderml,38,12,11,17.4,6006,9101,2.876,114920.00,12.3,463,361
Skara,38,13,11,22,17674,9872,1.703,181048.00,2.2,382,170
Alvsb,38,14,11,17.6,9686,6948,1.292,218618.00,7.3,352,101
Goteborg,38,15,11,31,12227,12905,1.128,164974.00,17.3,381,44
Ostergl,38,16,11,17.7,8011,6851,2.833,206625.00,44.2,375,302
Kalmar,38,17,11,15.8,6751,7412,0.257,184557.00,41.8,237,323
Jonk,38,18,11,14.1,7755,8711,2.709,150477.00,26.7,269,217
Halland,38,19,11,16.6,11832,9703,0,94934.00,10.3,208,107
Kronob,38,20,11,12.9,5286,7428,1.167,121454.00,44,184,224
Kristian,38,21,11,26.3,13972,12112,0,165880.00,49.4,103,170
Blek,38,22,11,31.4,9052,8160,5.564,95807.00,61.5,120,263
Malmo,38,23,11,43.9,26179,13454,0,221670.00,47.1,58,136
Norrb,39,1,12,0.5,167,281,0.198,49328.00,4.1,1439,513
Vasterb,39,2,12,0.9,351,974,0.253,54603.00,6.3,1179,415
Jamt,39,3,12,0.8,230,1271,0.739,45769.00,1.9,976,222
Vastern,39,4,12,3.7,1260,2876,0.866,85875.00,7,962,387
Gavle,39,5,12,5.6,1733,4792,2.025,109797.00,10.3,756,336
Koppar,39,6,12,4.5,2204,4105,1.578,138141.00,8.4,696,221
Varm,39,7,12,10.1,4671,3882,7.376,195546.00,30.1,564,140
Upps,39,8,12,11.8,7940,8482,4.163,85294.00,35.7,588,422
Vastml,39,9,12,14,6569,5178,5.292,92494.00,34.8,557,337
Stock,39,10,12,28.6,8458,10930,8.985,194440.00,10.8,519,453
Orebro,39,11,12,13.4,4949,5232,0.856,125061.00,5,499,254
Soderml,39,12,12,17.4,6006,9101,4.693,114920.00,19.1,463,361
Skara,39,13,12,22,17674,9872,7.663,181048.00,85.2,382,170
Alvsb,39,14,12,17.6,9686,6948,7.426,218618.00,53,352,101
Goteborg,39,15,12,31,12227,12905,3.947,164974.00,39.3,381,44
Ostergl,39,16,12,17.7,8011,6851,3.434,206625.00,27.3,375,302
Kalmar,39,17,12,15.8,6751,7412,0.428,184557.00,28.5,237,323
Jonk,39,18,12,14.1,7755,8711,3.923,150477.00,28.4,269,217
Halland,39,19,12,16.6,11832,9703,0,94934.00,1.2,208,107
Kronob,39,20,12,12.9,5286,7428,3.394,121454.00,47.2,184,224
Kristian,39,21,12,26.3,13972,12112,0,165880.00,65.1,103,170
Blek,39,22,12,31.4,9052,8160,5.237,95807.00,69.7,120,263
Malmo,39,23,12,43.9,26179,13454,0,221670.00,78.8,58,136
Alvsb,43,14,16,18.8,10169,6998,5.086,233125.00,59,352,101
Goteborg,43,15,16,33.2,14013,12630,1.316,176696.00,48.9,381,44
Alvsb,44,14,17,18.8,10169,6998,3.955,233125.00,50.2,352,101
Goteborg,44,15,17,33.2,14013,12630,4.887,176696.00,63.2,381,44
Malmo,44,23,17,46.4,38236,19085,0,234207.00,5.9,58,136
Norrb,45,1,18,0.5,170,389,0.547,53429.00,3.9,1439,513
Vasterb,45,2,18,1,353,861,0.759,60815.00,10.9,1179,415
Jamt,45,3,18,0.9,252,1431,0.296,49077.00,4.7,976,222
Vastern,45,4,18,4.1,1411,2947,0.909,93775.00,13.7,962,387
Gavle,45,5,18,5.9,1980,4839,2.784,116175.00,9.9,756,336
Koppar,45,6,18,4.8,2282,4348,1.809,145333.00,8.5,696,221
Varm,45,7,18,10.8,4778,3803,5.261,209596.00,28.6,564,140
Upps,45,8,18,12.2,8146,8490,3.053,87700.00,38.2,588,422
Vastml,45,9,18,14.3,7402,5620,4.839,94850.00,53.1,557,337
Alvsb,45,14,18,18.8,10169,6998,3.713,233125.00,65.9,352,101
Goteborg,45,15,18,33.2,14013,12630,1.88,176696.00,63,381,44
Ostergl,45,16,18,18.4,8108,6659,1.975,214628.00,53.1,375,302
Kalmar,45,17,18,16.8,7233,7476,0.77,196116.00,14.7,237,323
Jonk,45,18,18,14.7,9366,9711,2.242,156988.00,34.7,269,217
Kronob,45,20,18,13.7,5554,7303,4.348,129186.00,46.5,184,224
Kristian,45,21,18,28.1,17857,13980,1.266,177767.00,58.6,103,170
Blek,45,22,18,33.5,9994,8881,0.654,102342.00,69.7,120,263
Malmo,45,23,18,46.4,38236,19085,0,234207.00,14.1,58,136
Norrb,46,1,19,0.5,170,389,0.349,53429.00,3.8,1439,513
Vasterb,46,2,19,1,353,861,0.438,60815.00,9.7,1179,415
Jamt,46,3,19,0.9,252,1431,0.277,49077.00,2.9,976,222
Vastern,46,4,19,4.1,1411,2947,0.217,93775.00,10.7,962,387
Gavle,46,5,19,5.9,1980,4839,2.278,116175.00,10.7,756,336
Koppar,46,6,19,4.8,2282,4348,1.283,145333.00,7,696,221
Upps,46,8,19,12.2,8146,8490,5.967,87700.00,34.7,588,422
Vastml,46,9,19,14.3,7402,5620,10.584,94850.00,51.4,557,337
Alvsb,46,14,19,18.8,10169,6998,3.552,233125.00,63.8,352,101
Goteborg,46,15,19,33.2,14013,12630,2.444,176696.00,72.2,381,44
Ostergl,46,16,19,18.4,8108,6659,2.404,214628.00,46.7,375,302
Kalmar,46,17,19,16.8,7233,7476,0.599,196116.00,13.2,237,323
Jonk,46,18,19,14.7,9366,9711,1.588,156988.00,20.6,269,217
Kronob,46,20,19,13.7,5554,7303,2.757,129186.00,46.3,184,224
Kristian,46,21,19,28.1,17857,13980,0.475,177767.00,42.1,103,170
Blek,46,22,19,33.5,9994,8881,0,102342.00,79.2,120,263
Malmo,46,23,19,46.4,38236,19085,0,234207.00,19.8,58,136
Alvsb,47,14,20,18.8,10169,6998,2.906,233125.00,59.4,352,101
Goteborg,47,15,20,33.2,14013,12630,3.195,176696.00,81.4,381,44
Alvsb,48,14,21,19.9,10407,6860,1.13,246136.00,29.6,352,101
Goteborg,48,15,21,35.3,14246,13026,2.632,187583.00,68.4,381,44
Alvsb,49,14,22,19.9,10407,6860,3.067,246136.00,56.3,352,101
Goteborg,49,15,22,35.3,14246,13026,5.639,187583.00,60.1,381,44
Malmo,49,23,22,50.1,43720,20018,0,253084.00,20.2,58,136
Norrb,50,1,23,0.6,178,384,0.377,58835.00,4.6,1439,513
Vasterb,50,2,23,1.1,352,892,0.22,67674.00,8.9,1179,415
Jamt,50,3,23,1,276,1562,0.425,52271.00,3,976,222
Vastern,50,4,23,4.3,1412,3023,0.303,99558.00,8.7,962,387
Gavle,50,5,23,6.1,2051,4725,1.619,120158.00,6.3,756,336
Koppar,50,6,23,5,2299,4407,1.217,151497.00,6.5,696,221
Vastml,50,9,23,14.6,7473,5810,5.141,96691.00,61.5,557,337
Alvsb,50,14,23,19.9,10407,6860,3.471,246136.00,76,352,101
Goteborg,50,15,23,35.3,14246,13026,2.255,187583.00,75.6,381,44
Ostergl,50,16,23,19.1,8576,6588,2.318,222484.00,45.3,375,302
Kalmar,50,17,23,17.3,7786,7823,0.855,202178.00,80,237,323
Jonk,50,18,23,15.3,8667,8974,0,163426.00,18.8,269,217
Halland,50,19,23,18.5,14204,10458,0.175,105726.00,39.3,208,107
Kronob,50,20,23,14.5,5529,7194,3.181,136623.00,41.9,184,224
Norrb,51,1,24,0.6,208,345,0.293,58835.00,5.2,1439,513
Vasterb,51,2,24,1.1,404,921,0.22,67674.00,9.3,1179,415
Jamt,51,3,24,1,301,1717,0.333,52271.00,4,976,222
Vastern,51,4,24,4.3,1568,3046,0.736,99558.00,8,962,387
Gavle,51,5,24,6.1,2177,4504,1.569,120158.00,9.5,756,336
Koppar,51,6,24,5,2407,4358,2.467,151497.00,6.4,696,221
Vastml,51,9,24,14.6,8274,5150,3.024,96691.00,59.4,557,337
Alvsb,51,14,24,19.9,13638,8018,4.197,246136.00,49.2,352,101
Goteborg,51,15,24,35.3,17350,11719,3.947,187583.00,81.8,381,44
Ostergl,51,16,24,19.1,9587,6747,1.459,222484.00,44.8,375,302
Kalmar,51,17,24,17.3,8615,9118,1.54,202178.00,65.2,237,323
Jonk,51,18,24,15.3,9215,8900,0.093,163426.00,6.2,269,217
Halland,51,19,24,18.5,15428,10179,0,105726.00,52.8,208,107
Kronob,51,20,24,14.5,6245,7268,1.909,136623.00,38.6,184,224
Norrb,52,1,25,0.6,208,345,0.424,58835.00,5.2,1439,513
