County_name,year,county,time,hst,Seed_sown,Sheep,Top_predators_killed,Human_population,Red_fox_killed,north,east
Vasterb,52,2,25,1.1,404,921,0.287,67674.00,10,1179,415
Jamt,52,3,25,1,301,1717,0.351,52271.00,2.3,976,222
Vastern,52,4,25,4.3,1568,3046,0.606,99558.00,8.5,962,387
Gavle,52,5,25,6.1,2177,4504,1.518,120158.00,9.1,756,336
Koppar,52,6,25,5,2407,4358,0.921,151497.00,6.1,696,221
Upps,52,8,25,12.4,8290,9352,2.082,89323.00,60.8,588,422
Vastml,52,9,25,14.6,8274,5150,3.629,96691.00,70.3,557,337
Alvsb,52,14,25,19.9,13638,8018,3.471,246136.00,66.6,352,101
Goteborg,52,15,25,35.3,17350,11719,1.692,187583.00,97,381,44
Ostergl,52,16,25,19.1,9587,6747,1.288,222484.00,45.3,375,302
Jonk,52,18,25,15.3,9215,8900,1.495,163426.00,12.2,269,217
Halland,52,19,25,18.5,15428,10179,0,105726.00,43,208,107
Kronob,52,20,25,14.5,6245,7268,1.909,136623.00,39.8,184,224
Norrb,53,1,26,0.6,208,345,0.301,63649.00,5.1,1439,513
Vasterb,53,2,26,1.3,404,921,0.253,75974.00,9,1179,415
Jamt,53,3,26,1,301,1717,0.406,56127.00,2.4,976,222
Vastern,53,4,26,4.7,1568,3046,0.952,107631.00,9.6,962,387
Gavle,53,5,26,6.4,2177,4504,1.468,126368.00,7.8,756,336
Koppar,53,6,26,5.2,2407,4358,1.414,158755.00,9.2,696,221
Upps,53,8,26,12.6,8290,9352,1.943,90877.00,58.8,588,422
Vastml,53,9,26,15,8274,5150,1.966,98879.00,59.3,557,337
Alvsb,53,14,26,20.5,13638,8018,0.727,254290.00,55.4,352,101
Goteborg,53,15,26,37,17350,11719,2.444,196662.00,79.1,381,44
Ostergl,53,16,26,19.9,9587,6747,1.288,231358.00,37.1,375,302
Halland,53,19,26,19.4,15428,10179,0.175,110815.00,36.7,208,107
Norrb,54,1,27,0.6,208,345,0.293,63649.00,4,1439,513
Vasterb,54,2,27,1.3,404,921,0.168,75974.00,8.2,1179,415
Jamt,54,3,27,1,301,1717,0.462,56127.00,3.6,976,222
Vastern,54,4,27,4.7,1568,3046,0.822,107631.00,11.1,962,387
Gavle,54,5,27,6.4,2177,4504,2.126,126368.00,39.6,756,336
Koppar,54,6,27,5.2,2407,4358,1.447,158755.00,6.4,696,221
Upps,54,8,27,12.6,8290,9352,2.498,90877.00,52.7,588,422
Vastml,54,9,27,15,8274,5150,3.78,98879.00,82.3,557,337
Alvsb,54,14,27,20.5,13638,8018,0.565,254290.00,49.6,352,101
Goteborg,54,15,27,37,17350,11719,1.316,196662.00,80.8,381,44
Ostergl,54,16,27,19.9,9587,6747,0.429,231358.00,34.4,375,302
Halland,54,19,27,19.4,15428,10179,0.175,110815.00,46.2,208,107
Kronob,54,20,27,15.2,6245,7268,2.651,143707.00,47,184,224
Norrb,55,1,28,0.6,208,345,0.934,63649.00,5.2,1439,513
Vasterb,55,2,28,1.3,404,921,0.59,75974.00,8.3,1179,415
Jamt,55,3,28,1,301,1717,0.665,56127.00,3.9,976,222
Vastern,55,4,28,4.7,1568,3046,0.735,107631.00,12.2,962,387
Gavle,55,5,28,6.4,2177,4504,2.481,126368.00,10.4,756,336
Koppar,55,6,28,5.2,2407,4358,1.48,158755.00,6.9,696,221
Upps,55,8,28,12.6,8290,9352,3.886,90877.00,63.8,588,422
Vastml,55,9,28,15,8274,5150,2.57,98879.00,85.4,557,337
Alvsb,55,14,28,20.5,13638,8018,1.21,254290.00,62,352,101
Goteborg,55,15,28,37,17350,11719,0.376,196662.00,75.9,381,44
Ostergl,55,16,28,19.9,9587,6747,1.718,231358.00,34.9,375,302
Kalmar,55,17,28,18.2,8615,9118,1.676,212432.00,87.5,237,323
Jonk,55,18,28,15.6,9215,8900,0.093,166591.00,17.3,269,217
Halland,55,19,28,19.4,15428,10179,0.175,110815.00,40.4,208,107
Kronob,55,20,28,15.2,6245,7268,2.015,143707.00,49.8,184,224
Norrb,56,1,29,0.6,291,336,0.283,63649.00,5.8,1439,513
Vasterb,56,2,29,1.3,542,846,0.371,75974.00,8.1,1179,415
Jamt,56,3,29,1,357,1690,0.925,56127.00,4.4,976,222
Vastern,56,4,29,4.7,1551,2758,1.558,107631.00,12.9,962,387
Gavle,56,5,29,6.4,2805,3159,1.671,126368.00,8.4,756,336
Koppar,56,6,29,5.2,3076,3349,1.744,158755.00,3.3,696,221
Upps,56,8,29,12.6,11943,6608,1.804,90877.00,63.6,588,422
Vastml,56,9,29,15,9818,5236,3.477,98879.00,77.7,557,337
Orebro,56,11,29,15.3,9573,5595,0.235,142863.00,3.5,499,254
Alvsb,56,14,29,20.5,14373,6542,1.292,254290.00,57.6,352,101
Goteborg,56,15,29,37,21840,11455,1.692,196662.00,77.4,381,44
Ostergl,56,16,29,19.9,13434,7172,0.601,231358.00,26.4,375,302
Halland,56,19,29,19.4,20784,10578,0,110815.00,60.3,208,107
Kronob,56,20,29,15.2,9224,7425,1.379,143707.00,56,184,224
Blek,56,22,29,36.4,13885,10198,0,111255.00,63.5,120,263
Malmo,56,23,29,53.2,56852,20448,0,268579.00,14.5,58,136
Norrb,57,1,30,0.6,291,336,0.462,63649.00,5,1439,513
Vasterb,57,2,30,1.3,542,846,0.354,75974.00,8.1,1179,415
Jamt,57,3,30,1,357,1690,0.592,56127.00,3.3,976,222
Vastern,57,4,30,4.7,1551,2758,0.866,107631.00,8.3,962,387
Gavle,57,5,30,6.4,2805,3159,1.671,126368.00,7.2,756,336
Koppar,57,6,30,5.2,3076,3349,1.908,158755.00,5.9,696,221
Varm,57,7,30,12,8613,4821,1.712,232521.00,34.1,564,140
Upps,57,8,30,12.6,11943,6608,2.359,90877.00,66.9,588,422
Vastml,57,9,30,15,9818,5236,2.268,98879.00,84.4,557,337
Stock,57,10,30,31.8,11792,7040,0.736,216008.00,25.9,519,453
Orebro,57,11,30,15.3,9573,5595,0.235,142863.00,3.5,499,254
Skara,57,13,30,25.4,35004,10418,0.9,208795.00,102.7,382,170
Alvsb,57,14,30,20.5,14373,6542,1.291,254290.00,68.5,352,101
Goteborg,57,15,30,37,21840,11455,0.188,196662.00,102.2,381,44
Ostergl,57,16,30,19.9,13434,7172,0.344,231358.00,28.6,375,302
Kalmar,57,17,30,18.2,14148,8987,0.513,212432.00,110.5,237,323
Halland,57,19,30,19.4,20784,10578,0,110815.00,51.6,208,107
Kronob,57,20,30,15.2,9224,7425,1.697,143707.00,52.1,184,224
Kristian,57,21,30,31.1,24461,11708,0,196206.00,27.2,103,170
Blek,57,22,30,36.4,13885,10198,0.655,111255.00,70.4,120,263
Malmo,57,23,30,53.2,56852,20448,0,268579.00,13.3,58,136
Norrb,58,1,31,0.7,291,336,0.349,69225.00,5.9,1439,513
Vasterb,58,2,31,1.4,542,846,0.506,81478.00,9.6,1179,415
Jamt,58,3,31,1.1,357,1690,0.684,61218.00,4.1,976,222
Vastern,58,4,31,5,1551,2758,0.476,116669.00,9.2,962,387
Gavle,58,5,31,6.9,2805,3159,1.67,136061.00,8.4,756,336
Koppar,58,6,31,5.5,3076,3349,1.513,166899.00,6.3,696,221
Varm,58,7,31,12.7,8613,4821,1.712,247171.00,34.1,564,140
Upps,58,8,31,12.8,11943,6608,3.192,92536.00,65,588,422
Vastml,58,9,31,15.6,9818,5236,1.966,103300.00,82.1,557,337
Stock,58,10,31,34.5,11792,7040,2.946,234128.00,72.2,519,453
Orebro,58,11,31,16.2,9573,5595,0.235,151651.00,3.5,499,254
Skara,58,13,31,27,35004,10418,0.9,222240.00,88.1,382,170
Alvsb,58,14,31,21.7,14373,6542,1.13,269322.00,77.4,352,101
Goteborg,58,15,31,40.3,21840,11455,1.504,214342.00,109.2,381,44
Ostergl,58,16,31,20.7,13434,7172,0.429,240917.00,19.5,375,302
Kalmar,58,17,31,18.9,14148,8987,1.796,221029.00,88.3,237,323
Jonk,58,18,31,16,13332,9561,0,171011.00,78.1,269,217
Halland,58,19,31,20.9,20784,10578,0,119578.00,58.2,208,107
Kronob,58,20,31,16.1,9224,7425,1.697,152225.00,49.2,184,224
Kristian,58,21,31,33.2,24461,11708,0,209581.00,27.7,103,170
Blek,58,22,31,38.6,13885,10198,0.327,117875.00,95.2,120,263
Malmo,58,23,31,56.3,56852,20448,0,284430.00,13.3,58,136
Norrb,59,1,32,0.7,291,336,0.557,69225.00,5.6,1439,513
Vasterb,59,2,32,1.4,542,846,0.236,81478.00,8.8,1179,415
Jamt,59,3,32,1.1,357,1690,0.555,61218.00,3.7,976,222
Vastern,59,4,32,5,1551,2758,0.952,116669.00,11.9,962,387
Gavle,59,5,32,6.9,2805,3159,1.114,136061.00,8.9,756,336
Koppar,59,6,32,5.5,3076,3349,2.072,166899.00,10.5,696,221
Varm,59,7,32,12.7,8613,4821,1.712,247171.00,34.1,564,140
Upps,59,8,32,12.8,11943,6608,2.914,92536.00,65.5,588,422
Vastml,59,9,32,15.6,9818,5236,0.604,103300.00,98.3,557,337
Stock,59,10,32,34.5,11792,7040,0.295,234128.00,38.1,519,453
Orebro,59,11,32,16.2,9573,5595,0.235,151651.00,3.5,499,254
Skara,59,13,32,27,35004,10418,0.9,222240.00,108.6,382,170
Alvsb,59,14,32,21.7,14373,6542,1.049,269322.00,24.9,352,101
Goteborg,59,15,32,40.3,21840,11455,0.94,214342.00,128.4,381,44
Ostergl,59,16,32,20.7,13434,7172,1.288,240917.00,62.4,375,302
Kalmar,59,17,32,18.9,14148,8987,1.368,221029.00,119.5,237,323
Jonk,59,18,32,16,13332,9561,0.653,171011.00,116.9,269,217
Halland,59,19,32,20.9,20784,10578,0.175,119578.00,41.1,208,107
Kronob,59,20,32,16.1,9224,7425,0.106,152225.00,44,184,224
Kristian,59,21,32,33.2,24461,11708,0,209581.00,27.5,103,170
Blek,59,22,32,38.6,13885,10198,0,117875.00,117.8,120,263
Malmo,59,23,32,56.3,56852,20448,0,284430.00,13.7,58,136
Norrb,60,1,33,0.7,291,336,0.386,69225.00,5.6,1439,513
Vasterb,60,2,33,1.4,542,846,0.152,81478.00,10.1,1179,415
Jamt,60,3,33,1.1,357,1690,0.388,61218.00,4.5,976,222
Vastern,60,4,33,5,1551,2758,1.039,116669.00,16.8,962,387
Gavle,60,5,33,6.9,2805,3159,1.468,136061.00,10,756,336
Koppar,60,6,33,5.5,3076,3349,1.381,166899.00,16.6,696,221
Varm,60,7,33,12.7,8613,4821,1.712,247171.00,34.1,564,140
Upps,60,8,33,12.8,11943,6608,2.081,92536.00,85.2,588,422
Vastml,60,9,33,15.6,9818,5236,2.117,103300.00,114,557,337
Stock,60,10,33,34.5,11792,7040,1.768,234128.00,170.7,519,453
Orebro,60,11,33,16.2,9573,5595,0.235,151651.00,3.5,499,254
Skara,60,13,33,27,35004,10418,0.9,222240.00,126,382,170
Alvsb,60,14,33,21.7,14373,6542,1.615,269322.00,83.2,352,101
Goteborg,60,15,33,40.3,21840,11455,1.88,214342.00,124.1,381,44
Ostergl,60,16,33,20.7,13434,7172,0.859,240917.00,47.3,375,302
Kalmar,60,17,33,18.9,14148,8987,1.197,221029.00,79.9,237,323
Jonk,60,18,33,16,13332,9561,0,171011.00,140.9,269,217
Halland,60,19,33,20.9,20784,10578,0.525,119578.00,83,208,107
Kronob,60,20,33,16.1,9224,7425,2.439,152225.00,50.1,184,224
Kristian,60,21,33,33.2,24461,11708,0,209581.00,29.6,103,170
Blek,60,22,33,38.6,13885,10198,0,117875.00,158.4,120,263
Malmo,60,23,33,56.3,56852,20448,0,284430.00,15.4,58,136
Norrb,61,1,34,0.7,233,117,0.367,69225.00,5,1439,513
Vasterb,61,2,34,1.4,508,254,0.101,81478.00,8.7,1179,415
Jamt,61,3,34,1.1,353,177,0.073,61218.00,2.4,976,222
Vastern,61,4,34,5,1647,823,0.822,116669.00,14.5,962,387
Gavle,61,5,34,6.9,2686,1343,1.316,136061.00,15.4,756,336
Koppar,61,6,34,5.5,3144,1572,1.348,166899.00,11.3,696,221
Varm,61,7,34,12.7,8000,4000,0.99,247171.00,36.7,564,140
Upps,61,8,34,12.8,11287,5644,1.943,92536.00,94.2,588,422
Vastml,61,9,34,15.6,10470,5235,0.908,103300.00,121.7,557,337
Stock,61,10,34,34.5,12180,6090,2.209,234128.00,147.6,519,453
Orebro,61,11,34,16.2,9495,4748,0,151651.00,3.2,499,254
Skara,61,13,34,27,33088,16544,0.487,222240.00,145.2,382,170
Alvsb,61,14,34,21.7,15166,7583,2.018,269322.00,98.3,352,101
Goteborg,61,15,34,40.3,19158,9579,0.752,214342.00,122,381,44
Ostergl,61,16,34,20.7,14417,7209,0.429,240917.00,64.7,375,302
Kalmar,61,17,34,18.9,12373,6187,1.369,221029.00,106,237,323
Jonk,61,18,34,16,12831,6416,0.374,171011.00,116.5,269,217
Halland,61,19,34,20.9,19948,9974,0.7,119578.00,79,208,107
Kronob,61,20,34,16.1,8942,4471,0.318,152225.00,40.7,184,224
Kristian,61,21,34,33.2,24655,12327,0,209581.00,77.3,103,170
Blek,61,22,34,38.6,14101,7051,0,117875.00,117.8,120,263
Malmo,61,23,34,56.3,57059,28529,0,284430.00,52.3,58,136
Norrb,62,1,35,0.7,233,117,0.452,69225.00,4.5,1439,513
Vasterb,62,2,35,1.4,508,254,0.051,81478.00,6.3,1179,415
Jamt,62,3,35,1.1,353,177,0.407,61218.00,3,976,222
Vastern,62,4,35,5,1647,823,0.779,116669.00,14.9,962,387
Gavle,62,5,35,6.9,2686,1343,1.62,136061.00,15.3,756,336
Koppar,62,6,35,5.5,3144,1572,1.282,166899.00,14.2,696,221
Varm,62,7,35,12.7,8000,4000,0.863,247171.00,39.3,564,140
Upps,62,8,35,12.8,11287,5644,0.833,92536.00,102.4,588,422
Vastml,62,9,35,15.6,10470,5235,1.512,103300.00,123.8,557,337
Stock,62,10,35,34.5,12180,6090,0.589,234128.00,139.2,519,453
Orebro,62,11,35,16.2,9495,4748,0,151651.00,7.9,499,254
Soderml,62,12,35,19.2,11710,5855,0.454,126705.00,58,463,361
Skara,62,13,35,27,33088,16544,0.73,222240.00,131.9,382,170
Alvsb,62,14,35,21.7,15166,7583,0.888,269322.00,99.3,352,101
Goteborg,62,15,35,40.3,19158,9579,0.564,214342.00,124.4,381,44
Ostergl,62,16,35,20.7,14417,7209,0.429,240917.00,67.6,375,302
Kalmar,62,17,35,18.9,12373,6187,0.855,221029.00,122.7,237,323
Jonk,62,18,35,16,12831,6416,0,171011.00,97,269,217
Halland,62,19,35,20.9,19948,9974,0.525,119578.00,73.3,208,107
Kronob,62,20,35,16.1,8942,4471,0.106,152225.00,36.7,184,224
Kristian,62,21,35,33.2,24655,12327,0.95,209581.00,77.7,103,170
Blek,62,22,35,38.6,14101,7051,0,117875.00,134.5,120,263
Malmo,62,23,35,56.3,57059,28529,0,284430.00,54.6,58,136
Norrb,63,1,36,0.7,233,117,0.452,74576.00,5.1,1439,513
Vasterb,63,2,36,1.5,508,254,0.388,88763.00,6.8,1179,415
Jamt,63,3,36,1.3,353,177,0.314,68071.00,3.5,976,222
Vastern,63,4,36,5.5,1647,823,1.255,127524.00,15.1,962,387
Gavle,63,5,36,7.3,2686,1343,2.075,143793.00,16.5,756,336
Koppar,63,6,36,5.7,3144,1572,1.217,174758.00,13.1,696,221
Varm,63,7,36,13.4,8000,4000,0.727,259612.00,41.9,564,140
Upps,63,8,36,13.4,11287,5644,0.694,96766.00,101.5,588,422
Vastml,63,9,36,16.5,10470,5235,1.663,108859.00,114.8,557,337
Stock,63,10,36,38.6,12180,6090,0.295,261819.00,159.5,519,453
Orebro,63,11,36,17.4,9495,4748,0,162717.00,10.9,499,254
Soderml,63,12,36,20.3,11710,5855,0,133900.00,57.7,463,361
Skara,63,13,36,28.8,33088,16544,0.122,236775.00,116.9,382,170
Alvsb,63,14,36,22.5,15166,7583,1.534,279153.00,93.6,352,101
Goteborg,63,15,36,43.6,19158,9579,0.188,232181.00,132.1,381,44
Ostergl,63,16,36,21.7,14417,7209,0.429,253148.00,62.4,375,302
Kalmar,63,17,36,19.9,12373,6187,0.086,233165.00,133.6,237,323
Jonk,63,18,36,17.2,12831,6416,0.093,183851.00,108.1,269,217
Halland,63,19,36,22,19948,9974,0,126060.00,62.8,208,107
Kronob,63,20,36,17.2,8942,4471,0,162553.00,49.3,184,224
Kristian,63,21,36,35.2,24655,12327,0,222235.00,66.6,103,170
Blek,63,22,36,41.1,14101,7051,0,125436.00,90.3,120,263
Malmo,63,23,36,60.4,57059,28529,0,305261.00,52.5,58,136
Norrb,64,1,37,0.7,233,117,0.613,74576.00,5.8,1439,513
Vasterb,64,2,37,1.5,508,254,0.438,88763.00,5.8,1179,415
Jamt,64,3,37,1.3,353,177,0.573,68071.00,4.9,976,222
Vastern,64,4,37,5.5,1647,823,1.817,127524.00,24.8,962,387
Gavle,64,5,37,7.3,2686,1343,1.974,143793.00,22,756,336
Koppar,64,6,37,5.7,3144,1572,1.447,174758.00,15.4,696,221
Varm,64,7,37,13.4,8000,4000,0.595,259612.00,44.5,564,140
Upps,64,8,37,13.4,11287,5644,1.249,96766.00,111.7,588,422
Vastml,64,9,37,16.5,10470,5235,1.361,108859.00,109.2,557,337
Stock,64,10,37,38.6,12180,6090,0.589,261819.00,107.1,519,453
Orebro,64,11,37,17.4,9495,4748,0,162717.00,6.2,499,254
Soderml,64,12,37,20.3,11710,5855,0,133900.00,73.9,463,361
Skara,64,13,37,28.8,33088,16544,0.122,236775.00,107.3,382,170
Alvsb,64,14,37,22.5,15166,7583,1.534,279153.00,83.6,352,101
Goteborg,64,15,37,43.6,19158,9579,0.564,232181.00,115.2,381,44
Ostergl,64,16,37,21.7,14417,7209,0.601,253148.00,73.2,375,302
Kalmar,64,17,37,19.9,12373,6187,0,233165.00,76.3,237,323
Jonk,64,18,37,17.2,12831,6416,0.467,183851.00,116.1,269,217
Halland,64,19,37,22,19948,9974,0.874,126060.00,74.5,208,107
Kronob,64,20,37,17.2,8942,4471,0.212,162553.00,53.6,184,224
Kristian,64,21,37,35.2,24655,12327,0,222235.00,82.8,103,170
Blek,64,22,37,41.1,14101,7051,0,125436.00,130.9,120,263
Malmo,64,23,37,60.4,57059,28529,0,305261.00,53.5,58,136
Norrb,65,1,38,0.7,233,117,0.358,74576.00,6.6,1439,513
Vasterb,65,2,38,1.5,508,254,0.051,88763.00,6.3,1179,415
Jamt,65,3,38,1.3,353,177,0.351,68071.00,2.9,976,222
Vastern,65,4,38,5.5,1647,823,1.082,127524.00,20.1,962,387
Gavle,65,5,38,7.3,2686,1343,2.835,143793.00,32.5,756,336
Koppar,65,6,38,5.7,3144,1572,1.315,174758.00,18.3,696,221
Varm,65,7,38,13.4,8000,4000,0.464,259612.00,47.1,564,140
Upps,65,8,38,13.4,11287,5644,0.833,96766.00,136,588,422
Vastml,65,9,38,16.5,10470,5235,0.605,108859.00,55.9,557,337
Stock,65,10,38,38.6,12180,6090,0.442,261819.00,113.6,519,453
Orebro,65,11,38,17.4,9495,4748,0.428,162717.00,46.1,499,254
Soderml,65,12,38,20.3,11710,5855,0.454,133900.00,80.2,463,361
Skara,65,13,38,28.8,33088,16544,0,236775.00,56.9,382,170
Ostergl,65,16,38,21.7,14417,7209,0.258,253148.00,79.3,375,302
Kalmar,65,17,38,19.9,12373,6187,0,233165.00,164.4,237,323
Jonk,65,18,38,17.2,12831,6416,0.28,183851.00,109.1,269,217
Halland,65,19,38,22,19948,9974,0.35,126060.00,86,208,107
Kronob,65,20,38,17.2,8942,4471,0,162553.00,178,184,224
Kristian,65,21,38,35.2,24655,12327,0,222235.00,191.9,103,170
Blek,65,22,38,41.1,14101,7051,0,125436.00,139.1,120,263
Malmo,65,23,38,60.4,57059,28529,0,305261.00,81.4,58,136
Norrb,66,1,39,0.7,175,450,0.113,74576.00,16,1439,513
Vasterb,66,2,39,1.5,475,1095,0.169,88763.00,15,1179,415
Jamt,66,3,39,1.3,349,2106,0.684,68071.00,6.1,976,222
Vastern,66,4,39,5.5,1743,3202,1.255,127524.00,23.5,962,387
Gavle,66,5,39,7.3,2568,3855,1.265,143793.00,42.3,756,336
Koppar,66,6,39,5.7,3212,3783,1.315,174758.00,22.1,696,221
Varm,66,7,39,13.4,7386,4467,0.876,259612.00,64.9,564,140
Upps,66,8,39,13.4,10632,6221,0.833,96766.00,57.6,588,422
Vastml,66,9,39,16.5,11122,4993,0.756,108859.00,73.2,557,337
Stock,66,10,39,38.6,12568,7027,0.147,261819.00,82.9,519,453
Orebro,66,11,39,17.4,9418,5707,0,162717.00,86.4,499,254
Soderml,66,12,39,20.3,12777,10494,0,133900.00,53.7,463,361
Skara,66,13,39,28.8,31172,10009,0,236775.00,91.1,382,170
Ostergl,66,16,39,21.7,15400,7625,0.343,253148.00,59.6,375,302
Kalmar,66,17,39,19.9,10598,9453,0,233165.00,141.1,237,323
Jonk,66,18,39,17.2,12331,9848,0.093,183851.00,108.8,269,217
Halland,66,19,39,22,19113,9296,0.35,126060.00,89.9,208,107
Kronob,66,20,39,17.2,8660,7778,0,162553.00,63.6,184,224
Blek,66,22,39,41.1,14317,8646,0,125436.00,188.5,120,263
Malmo,66,23,39,60.4,57265,23550,0,305261.00,59.2,58,136
Norrb,67,1,40,0.7,199,431,0.208,74576.00,14.4,1439,513
Vasterb,67,2,40,1.5,465,950,0.27,88763.00,8.6,1179,415
Jamt,67,3,40,1.3,344,2020,0.591,68071.00,7.1,976,222
Vastern,67,4,40,5.5,1545,3061,0.693,127524.00,19.9,962,387
Gavle,67,5,40,7.3,2535,3850,1.316,143793.00,33.6,756,336
Koppar,67,6,40,5.7,3297,3621,1.052,174758.00,17.8,696,221
Varm,67,7,40,13.4,8115,4964,1.187,259612.00,60.9,564,140
Upps,67,8,40,13.4,10728,6135,0.972,96766.00,75.6,588,422
Vastml,67,9,40,16.5,11590,5014,0.604,108859.00,64,557,337
Stock,67,10,40,38.6,12611,6901,0.589,261819.00,86.8,519,453
Orebro,67,11,40,17.4,9535,5546,0.428,162717.00,74.7,499,254
Soderml,67,12,40,20.3,13185,10311,0,133900.00,56.6,463,361
Skara,67,13,40,28.8,31797,9754,0,236775.00,128,382,170
Alvsb,67,14,40,22.5,16099,8557,0.565,279153.00,90.7,352,101
Goteborg,67,15,40,43.6,23233,10182,0,232181.00,55.6,381,44
Ostergl,67,16,40,21.7,15369,7474,0,253148.00,68.5,375,302
Kalmar,67,17,40,19.9,10513,9359,0.171,233165.00,136.1,237,323
Jonk,67,18,40,17.2,12874,9860,0,183851.00,108.7,269,217
Halland,67,19,40,22,21010,9340,1.049,126060.00,93,208,107
Kronob,67,20,40,17.2,8459,7935,0,162553.00,73.2,184,224
Kristian,67,21,40,35.2,25266,13295,0,222235.00,286.1,103,170
Blek,67,22,40,41.1,14828,8504,0,125436.00,163.3,120,263
Malmo,67,23,40,60.4,57431,23585,0,305261.00,72.9,58,136
Norrb,68,1,41,0.7,193,535,0.085,76057.00,6.6,1439,513
Vasterb,68,2,41,1.5,427,847,0.118,91759.00,7.8,1179,415
Jamt,68,3,41,1.3,342,1988,0.629,70463.00,7.1,976,222
Vastern,68,4,41,5.8,1503,2923,0.605,134598.00,17.3,962,387
Gavle,68,5,41,7.5,2496,3621,1.164,147416.00,21,756,336
Koppar,68,6,41,5.8,3429,3371,0.757,175523.00,13.8,696,221
Varm,68,7,41,13.4,8209,4050,1.031,260392.00,60.1,564,140
Upps,68,8,41,14,10967,5030,0.555,100519.00,53.7,588,422
Vastml,68,9,41,17.2,12090,4173,0.907,114033.00,65.8,557,337
